City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Walcz,53.2779,16.4712,37.22,95,100,20.89,PL,2022-02-02 03:46:13
295,Praia,14.9215,-23.5087,77.54,53,20,9.22,CV,2022-02-02 03:46:14
296,Elat,29.5581,34.9482,48.04,61,0,6.91,IL,2022-02-02 03:46:14
297,Nouakchott,18.0858,-15.9785,82.33,23,99,15.5,MR,2022-02-02 03:46:15
298,Honiara,-9.4333,159.95,85.51,69,79,6.71,SB,2022-02-02 03:46:15
299,Melbourne,28.0836,-80.6081,66.96,81,20,0.0,US,2022-02-02 03:42:10
300,Bud,39.447,-86.1758,51.89,65,100,13.49,US,2022-02-02 03:46:15
301,Lasa,46.6166,10.7002,38.66,94,100,8.66,IT,2022-02-02 03:46:16
302,Bethel,41.3712,-73.414,34.16,75,100,0.0,US,2022-02-02 03:46:16
303,Coachella,33.6803,-116.1739,64.22,32,0,5.99,US,2022-02-02 03:46:16
304,Panzhihua,26.5851,101.7128,56.23,47,13,4.0,CN,2022-02-02 03:46:17
305,Rocha,-34.4833,-54.3333,58.08,77,0,6.73,UY,2022-02-02 03:46:17
306,Zabid,14.1951,43.3152,74.84,82,74,3.18,YE,2022-02-02 03:46:18
307,Mehamn,71.0357,27.8492,15.75,79,0,8.05,NO,2022-02-02 03:46:18
308,Bambous Virieux,-20.3428,57.7575,81.21,89,75,26.46,MU,2022-02-02 03:46:18
309,Waitara,-38.925,174.25,78.22,69,100,14.18,NZ,2022-02-02 03:46:19
310,Saint George,37.1041,-113.5841,41.63,26,0,20.0,US,2022-02-02 03:46:16
311,Baruun-Urt,46.6806,113.2792,0.19,76,9,7.29,MN,2022-02-02 03:46:19
312,Rio Cuarto,-33.1307,-64.3499,74.68,61,50,10.56,AR,2022-02-02 03:45:54
313,Deputatskiy,69.3,139.9,-14.33,98,100,0.76,RU,2022-02-02 03:46:20
314,Erdenet,49.0333,104.0833,1.51,76,33,4.92,MN,2022-02-02 03:46:20
315,Grand Gaube,-20.0064,57.6608,81.37,81,100,20.0,MU,2022-02-02 03:46:21
316,Treinta Y Tres,-33.2333,-54.3833,59.11,78,0,6.98,UY,2022-02-02 03:47:21
317,Rieti,42.4072,12.8592,41.63,46,0,20.71,IT,2022-02-02 03:47:22
318,Aktash,50.3,87.7333,-5.12,92,79,3.6,RU,2022-02-02 03:47:22
319,Borovoy,55.4333,86.0833,9.68,92,75,4.47,RU,2022-02-02 03:47:22
320,Samarai,-10.6167,150.6667,84.56,69,100,10.71,PG,2022-02-02 03:47:23
321,Khonsa,27.0167,95.5667,54.97,75,63,2.75,IN,2022-02-02 03:47:23
322,Tansen,27.8673,83.5467,52.05,59,2,2.64,NP,2022-02-02 03:47:23
323,Kutum,14.2,24.6667,54.05,25,0,6.62,SD,2022-02-02 03:47:24
324,Posse,-14.0931,-46.3694,67.73,88,93,3.2,BR,2022-02-02 03:47:24
325,Kaitangata,-46.2817,169.8464,82.96,46,73,6.89,NZ,2022-02-02 03:47:25
326,Kijang,35.2442,129.2139,38.93,36,98,7.63,KR,2022-02-02 03:47:25
327,Champerico,14.3,-91.9167,80.35,71,0,7.87,GT,2022-02-02 03:47:25
328,Adrar,20.5022,-10.0711,66.25,20,49,10.25,MR,2022-02-02 03:47:26
329,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.85,89,28,1.05,BR,2022-02-02 03:47:26
330,Santa Cruz,-17.8,-63.1667,76.46,83,75,11.5,BO,2022-02-02 03:47:27
331,Sao Miguel Do Araguaia,-13.275,-50.1628,71.4,93,85,2.21,BR,2022-02-02 03:47:27
332,Candolim,15.5181,73.7626,75.2,78,6,2.3,IN,2022-02-02 03:47:27
333,Salym,60.0625,71.4789,6.22,97,96,5.3,RU,2022-02-02 03:47:28
334,Comodoro Rivadavia,-45.8667,-67.5,62.46,72,0,5.75,AR,2022-02-02 03:45:01
335,Tshela,-4.9833,12.9333,72.45,99,95,1.05,CD,2022-02-02 03:47:28
336,Peachtree City,33.3968,-84.5958,51.55,57,0,4.61,US,2022-02-02 03:44:25
337,Antanifotsy,-19.65,47.3167,56.77,80,94,2.17,MG,2022-02-02 03:47:29
338,Sabaudia,41.3003,13.0282,44.92,57,0,6.51,IT,2022-02-02 03:47:29
339,Hithadhoo,-0.6,73.0833,82.81,70,9,10.85,MV,2022-02-02 03:47:29
340,Bhadrachalam,17.6667,80.8833,77.9,33,1,2.17,IN,2022-02-02 03:44:26
341,Padang,-0.9492,100.3543,86.05,69,100,3.38,ID,2022-02-02 03:47:30
342,Lamu,-2.2717,40.902,77.22,87,100,8.21,KE,2022-02-02 03:47:30
343,Beziers,43.3476,3.219,52.88,71,0,13.8,FR,2022-02-02 03:47:31
344,Flinders,-34.5833,150.8552,70.21,77,100,11.56,AU,2022-02-02 03:47:31
345,Mahon,39.8885,4.2658,52.36,82,0,12.66,ES,2022-02-02 03:46:12
346,Albi,43.9298,2.148,46.11,94,100,4.0,FR,2022-02-02 03:47:32
347,Fuyu,45.1833,124.8167,7.29,71,89,7.43,CN,2022-02-02 03:47:32
348,Arraias,-12.9288,-46.9437,67.08,92,43,1.99,BR,2022-02-02 03:47:32
349,The Pas,53.8251,-101.2541,-12.98,77,0,13.8,CA,2022-02-02 03:46:25
350,Tornio,65.8481,24.1466,14.02,92,100,9.28,FI,2022-02-02 03:47:33
351,Poso,-1.3959,120.7524,85.59,58,99,3.85,ID,2022-02-02 03:47:33
352,Vicuna,-30.0319,-70.7081,55.13,71,45,0.96,CL,2022-02-02 03:44:51
353,Zhigansk,66.7697,123.3711,-23.64,98,88,8.37,RU,2022-02-02 03:47:34
354,Ust-Tsilma,65.441,52.1498,12.81,95,100,6.24,RU,2022-02-02 03:47:34
355,Kholtoson,50.2981,103.3097,7.56,68,28,3.65,RU,2022-02-02 03:47:34
356,Pangnirtung,66.1451,-65.7125,-13.99,80,86,5.48,CA,2022-02-02 03:47:35
357,Inhambane,-23.865,35.3833,71.58,94,20,0.0,MZ,2022-02-02 03:47:35
358,Telimele,10.9167,-13.3333,66.04,26,10,0.78,GN,2022-02-02 03:47:36
359,Corsicana,32.0954,-96.4689,61.74,90,100,3.0,US,2022-02-02 03:47:36
360,Pingliang,35.5392,106.6861,25.84,62,100,3.42,CN,2022-02-02 03:47:36
361,Shache,38.4167,77.2406,30.38,35,37,2.59,CN,2022-02-02 03:47:37
362,Roswell,34.0232,-84.3616,49.86,60,0,3.0,US,2022-02-02 03:47:37
363,Porto Novo,6.4965,2.6036,75.02,82,2,5.7,BJ,2022-02-02 03:47:37
364,Gondanglegi,-7.7479,112.0132,87.55,64,24,7.29,ID,2022-02-02 03:48:38
365,Luderitz,-26.6481,15.1594,63.57,92,59,8.5,NA,2022-02-02 03:48:38
366,Kupino,54.3663,77.2981,1.24,100,100,4.07,RU,2022-02-02 03:48:39
367,Linxia,35.6003,103.2064,22.55,67,100,1.9,CN,2022-02-02 03:48:39
368,Arkadak,51.9326,43.4978,16.68,99,77,6.15,RU,2022-02-02 03:48:40
369,Santa Maria,-29.6842,-53.8069,70.9,88,0,5.75,BR,2022-02-02 03:48:40
370,Montepuez,-13.1256,38.9997,69.04,97,17,0.54,MZ,2022-02-02 03:48:41
371,San Policarpo,12.1791,125.5072,80.53,82,38,10.2,PH,2022-02-02 03:48:41
372,Portage,41.1667,-81.1998,43.48,58,0,5.75,US,2022-02-02 03:48:42
373,Hondo,32.45,130.2,44.55,50,99,4.61,JP,2022-02-02 03:48:42
374,Sao Felix Do Xingu,-6.6447,-51.995,70.39,99,100,0.83,BR,2022-02-02 03:48:42
375,Betare Oya,5.6,14.0833,66.02,32,41,3.89,CM,2022-02-02 03:48:43
376,Boa Vista,2.8197,-60.6733,80.58,65,0,11.5,BR,2022-02-02 03:48:43
377,Esna,25.2934,32.554,46.42,73,0,1.41,EG,2022-02-02 03:48:44
378,Kenora,49.8167,-94.4337,-4.61,77,100,12.66,CA,2022-02-02 03:45:08
379,Vardo,70.3705,31.1107,10.6,64,100,17.25,NO,2022-02-02 03:48:44
380,Upata,8.0086,-62.3989,73.18,85,7,6.33,VE,2022-02-02 03:48:44
381,Alyangula,-13.8483,136.4192,89.47,66,100,13.8,AU,2022-02-02 03:48:45
382,Ulaangom,49.9811,92.0667,-16.92,90,92,1.48,MN,2022-02-02 03:48:45
383,Hamilton,39.1834,-84.5333,50.63,51,0,3.44,US,2022-02-02 03:45:35
384,Dawei,14.0833,98.2,85.06,51,32,6.33,MM,2022-02-02 03:48:46
385,Jalu,29.0331,21.5482,51.8,47,35,8.14,LY,2022-02-02 03:48:46
386,San Patricio,28.017,-97.5169,61.9,84,11,7.74,US,2022-02-02 03:48:46
387,Grindavik,63.8424,-22.4338,31.95,100,75,10.36,IS,2022-02-02 03:48:47
388,Ballina,-28.8667,153.5667,87.98,66,100,6.91,AU,2022-02-02 03:48:47
389,Margate,51.3813,1.3862,51.04,80,99,5.99,GB,2022-02-02 03:48:47
390,Tuatapere,-46.1333,167.6833,70.83,94,93,5.7,NZ,2022-02-02 03:48:48
391,Green River,41.5286,-109.4662,14.14,52,11,3.0,US,2022-02-02 03:48:48
392,Northam,51.0333,-4.2167,49.6,88,100,14.56,GB,2022-02-02 03:48:48
393,Yuncheng,35.0231,110.9928,39.06,41,47,5.66,CN,2022-02-02 03:48:49
394,Coleraine,55.1333,-6.6667,50.04,93,100,21.34,GB,2022-02-02 03:48:49
395,Castro Verde,37.6983,-8.0858,44.02,67,0,6.49,PT,2022-02-02 03:48:49
396,Kashan,33.9831,51.4364,39.51,61,0,3.91,IR,2022-02-02 03:48:50
397,Nabire,-3.3667,135.4833,85.48,66,100,6.53,ID,2022-02-02 03:48:50
398,Fortuna,40.5982,-124.1573,46.98,82,100,3.0,US,2022-02-02 03:48:51
399,Alofi,-19.0595,-169.9187,78.69,89,75,4.61,NU,2022-02-02 03:48:51
400,Erenhot,43.6475,111.9767,7.03,72,5,7.34,CN,2022-02-02 03:48:51
401,Mabaruma,8.2,-59.7833,70.92,98,21,2.13,GY,2022-02-02 03:48:52
402,Landau,49.2075,8.1133,46.96,86,95,12.12,DE,2022-02-02 03:48:52
403,Platteville,42.7342,-90.4785,19.24,79,100,12.66,US,2022-02-02 03:48:53
404,Pochutla,15.7432,-96.4661,76.82,80,1,4.03,MX,2022-02-02 03:48:53
405,Lata,40.1629,-8.3327,54.72,79,0,4.38,PT,2022-02-02 03:48:53
406,Tilichiki,60.4667,166.1,14.09,90,100,9.55,RU,2022-02-02 03:48:54
407,Bowmore,34.9421,-79.3031,42.89,78,0,4.61,US,2022-02-02 03:48:54
408,Ayorou,14.7308,0.9174,63.82,10,100,8.46,NE,2022-02-02 03:48:54
409,Nishihara,26.1842,127.7558,64.45,94,100,5.75,JP,2022-02-02 03:48:55
410,Bengkulu,-3.8004,102.2655,77.02,75,100,6.6,ID,2022-02-02 03:48:55
411,Buzmeyin,38.0507,58.2056,37.13,65,0,2.3,TM,2022-02-02 03:48:55
412,Ouegoa,-20.35,164.4333,85.59,65,72,4.74,NC,2022-02-02 03:49:56
413,Berlevag,70.8578,29.0864,15.8,74,79,4.97,NO,2022-02-02 03:49:56
414,Mahanoro,-19.9,48.8,74.12,87,83,8.43,MG,2022-02-02 03:49:56
415,Roald,62.5833,6.1333,36.91,87,75,16.11,NO,2022-02-02 03:49:57
416,Ternate,0.8,127.4,82.71,66,100,5.41,ID,2022-02-02 03:49:57
417,Mulchen,-37.7167,-72.2333,57.69,68,0,1.3,CL,2022-02-02 03:49:58
418,Geraldton,-28.7667,114.6,104.41,14,1,24.16,AU,2022-02-02 03:49:58
419,Puerto Escondido,15.85,-97.0667,75.9,77,0,7.25,MX,2022-02-02 03:49:58
420,Neiafu,-18.65,-173.9833,84.88,70,75,6.91,TO,2022-02-02 03:49:59
421,Solnechnyy,50.7214,136.6319,5.29,88,100,2.95,RU,2022-02-02 03:49:59
422,Whitianga,-36.8333,175.7,70.95,81,100,11.68,NZ,2022-02-02 03:50:00
423,Korla,41.7597,86.1469,26.56,41,0,3.67,CN,2022-02-02 03:50:00
424,Ossora,59.2353,163.0719,27.99,96,100,14.54,RU,2022-02-02 03:50:01
425,Los Llanos De Aridane,28.6585,-17.9182,62.35,72,0,3.44,ES,2022-02-02 03:50:01
426,Rio Verde De Mato Grosso,-18.9181,-54.8442,70.48,98,96,4.59,BR,2022-02-02 03:50:02
427,Yulara,-25.2406,130.9889,71.44,83,100,17.27,AU,2022-02-02 03:50:02
428,Ilovlya,49.3033,43.9796,31.3,99,100,9.6,RU,2022-02-02 03:50:02
429,Ixtapa,20.7,-105.2,70.83,68,0,5.75,MX,2022-02-02 03:45:58
430,Prince Rupert,54.3161,-130.3201,37.09,86,100,0.0,CA,2022-02-02 03:50:03
431,Bajil,15.0584,43.2851,73.51,86,33,2.33,YE,2022-02-02 03:50:03
432,Avera,33.194,-82.5271,51.67,71,19,10.36,US,2022-02-02 03:50:04
433,Paka,4.6374,103.4368,84.13,74,40,1.14,MY,2022-02-02 03:50:04
434,Chaman,30.9236,66.4512,48.61,51,95,4.03,PK,2022-02-02 03:50:04
435,La Orotava,28.3908,-16.5231,70.25,69,68,8.01,ES,2022-02-02 03:50:05
436,Bichura,50.5881,107.6022,5.65,87,97,4.41,RU,2022-02-02 03:50:05
437,Pundaguitan,6.3711,126.1689,80.29,77,80,15.93,PH,2022-02-02 03:50:05
438,Warangal,18.0,79.5833,76.24,29,0,4.36,IN,2022-02-02 03:50:06
439,Kirakira,-10.4544,161.9205,82.72,80,71,5.84,SB,2022-02-02 03:50:06
440,Khandyga,62.6667,135.6,-21.21,92,100,1.66,RU,2022-02-02 03:50:06
441,Bitung,1.4451,125.1824,77.85,65,96,13.73,ID,2022-02-02 03:50:07
442,Biggar,55.6167,-3.5167,45.12,98,100,5.41,GB,2022-02-02 03:50:07
443,Carnarvon,-24.8667,113.6333,84.27,70,99,16.11,AU,2022-02-02 03:50:08
444,Shubarshi,48.5872,57.1869,15.87,89,100,7.4,KZ,2022-02-02 03:50:08
445,Staryy Nadym,65.6118,72.6842,-15.61,100,74,8.1,RU,2022-02-02 03:50:08
446,Seoul,37.5683,126.9778,33.19,44,0,5.75,KR,2022-02-02 03:48:24
447,Leshukonskoye,64.8989,45.7622,13.96,95,100,6.13,RU,2022-02-02 03:50:09
448,Nemuro,43.3236,145.575,27.03,64,39,19.13,JP,2022-02-02 03:50:09
449,Wageningen,51.9667,5.6667,47.93,83,75,11.5,NL,2022-02-02 03:50:10
450,Cockburn Town,21.4612,-71.1419,75.45,75,24,21.9,TC,2022-02-02 03:50:10
451,Punta De Bombon,-17.1717,-71.7931,70.11,81,63,7.16,PE,2022-02-02 03:50:11
452,Baft,29.234,56.6057,35.02,70,0,5.41,IR,2022-02-02 03:50:11
453,Port Lincoln,-34.7333,135.8667,65.53,52,74,18.48,AU,2022-02-02 03:50:11
454,Nhulunbuy,-12.2333,136.7667,75.81,94,75,14.97,AU,2022-02-02 03:50:12
455,Tsiroanomandidy,-18.7667,46.0333,67.08,77,92,2.51,MG,2022-02-02 03:50:12
456,Lebu,-37.6167,-73.65,57.67,94,11,8.88,CL,2022-02-02 03:45:58
457,Havelock,34.8791,-76.9013,39.94,85,0,1.01,US,2022-02-02 03:50:13
458,Eenhana,-17.4667,16.3333,65.55,50,86,3.09,NA,2022-02-02 03:50:13
459,Huarmey,-10.0681,-78.1522,71.22,80,79,8.79,PE,2022-02-02 03:50:14
460,Vangaindrano,-23.35,47.6,75.6,79,52,3.02,MG,2022-02-02 03:51:14
461,Rio Bueno,-40.3167,-72.9667,60.94,98,64,2.46,CL,2022-02-02 03:51:15
462,Khakhea,-24.6895,23.494,70.93,69,52,10.42,BW,2022-02-02 03:51:15
463,Yakeshi,49.2833,120.7333,-5.4,94,100,8.61,CN,2022-02-02 03:51:15
464,Toyoake,35.0594,137.0137,47.14,32,19,11.36,JP,2022-02-02 03:51:16
465,Port Macquarie,-31.4333,152.9167,80.56,94,100,5.75,AU,2022-02-02 03:51:16
466,Orlandia,-20.7203,-47.8867,71.74,95,100,2.57,BR,2022-02-02 03:51:16
467,Te Anau,-45.4167,167.7167,65.26,99,100,3.51,NZ,2022-02-02 03:51:17
468,Waddan,29.1614,16.139,44.44,69,98,7.43,LY,2022-02-02 03:47:27
469,Laguna,38.421,-121.4238,56.08,34,0,5.01,US,2022-02-02 03:51:17
470,Karasjok,69.4719,25.5112,1.51,100,99,3.83,NO,2022-02-02 03:51:18
471,Mitsamiouli,-11.3847,43.2844,77.29,83,20,5.75,KM,2022-02-02 03:51:18
472,Ilulissat,69.2167,-51.1,-0.92,97,100,5.12,GL,2022-02-02 03:51:18
473,Ormara,25.2088,64.6357,72.41,68,0,11.68,PK,2022-02-02 03:49:52
474,Linares,-35.85,-71.6,58.41,66,0,0.65,CL,2022-02-02 03:51:19
475,Carlos Chagas,-17.7031,-40.7664,74.68,86,100,0.38,BR,2022-02-02 03:51:20
476,Nosy Varika,-20.5833,48.5333,73.9,88,98,8.21,MG,2022-02-02 03:51:20
477,Comiso,36.9513,14.6102,47.89,75,0,2.3,IT,2022-02-02 03:51:20
478,North Bend,43.4065,-124.2243,42.85,99,67,5.99,US,2022-02-02 03:51:21
479,Half Moon Bay,37.4636,-122.4286,58.78,30,0,5.99,US,2022-02-02 03:51:21
480,Chaupal,30.95,77.5833,43.27,26,20,1.45,IN,2022-02-02 03:51:22
481,Owo,7.1962,5.5868,66.06,26,2,2.95,NG,2022-02-02 03:51:22
482,Imbituba,-28.24,-48.6703,78.82,88,92,5.5,BR,2022-02-02 03:46:55
483,Cap-Aux-Meules,47.3821,-61.8597,15.82,73,100,1.14,CA,2022-02-02 03:51:23
484,Tsabong,-26.0217,22.401,75.45,60,89,11.97,BW,2022-02-02 03:51:23
485,Myaundzha,63.0494,147.1858,-2.38,96,100,2.84,RU,2022-02-02 03:51:23
486,Ust-Kuyga,70.0167,135.6,-18.92,97,100,2.95,RU,2022-02-02 03:51:24
487,Muyezerskiy,63.9333,31.65,7.84,97,97,5.21,RU,2022-02-02 03:51:24
488,Narrabri,-30.3167,149.7833,72.1,91,100,3.94,AU,2022-02-02 03:51:25
489,Iracoubo,5.4802,-53.2011,77.56,80,90,11.63,GF,2022-02-02 03:51:25
490,Garowe,8.4054,48.4845,68.58,82,82,8.68,SO,2022-02-02 03:51:25
491,Bardiyah,31.7561,25.0865,53.64,52,94,21.72,LY,2022-02-02 03:51:26
492,Bileca,42.8719,18.4297,35.49,87,5,7.87,BA,2022-02-02 03:51:26
493,Fukue,32.6881,128.8419,44.96,65,75,10.36,JP,2022-02-02 03:51:27
494,Wawa,9.9022,4.4192,67.78,24,5,5.73,NG,2022-02-02 03:51:27
495,Truth Or Consequences,33.1284,-107.2528,53.83,29,100,8.05,US,2022-02-02 03:49:06
496,Disna,55.568,28.1971,20.34,96,99,5.75,BY,2022-02-02 03:51:27
497,Tres Arroyos,-38.3739,-60.2798,62.69,63,100,7.87,AR,2022-02-02 03:51:28
498,Manuk Mangkaw,4.8,119.85,81.39,75,93,5.68,PH,2022-02-02 03:51:28
499,Warrnambool,-38.3833,142.4833,64.81,57,94,13.82,AU,2022-02-02 03:51:28
500,Pelym,61.0108,61.9978,21.47,96,100,6.71,RU,2022-02-02 03:51:29
501,Shu,43.5983,73.7614,27.23,60,3,2.24,KZ,2022-02-02 03:51:29
502,Sambava,-14.2667,50.1667,75.09,79,100,4.23,MG,2022-02-02 03:51:30
503,Rio Gallegos,-51.6226,-69.2181,51.85,46,75,20.71,AR,2022-02-02 03:51:30
504,Kieta,-6.2167,155.6333,84.33,70,75,10.13,PG,2022-02-02 03:51:30
505,Anchorage,61.2181,-149.9003,25.2,89,100,7.0,US,2022-02-02 03:50:53
506,Bahia Blanca,-38.7196,-62.2724,71.46,42,100,13.73,AR,2022-02-02 03:52:31
507,Graham,47.0529,-122.2943,38.52,91,100,0.0,US,2022-02-02 03:52:31
508,Alice Springs,-23.7,133.8833,71.15,94,100,10.36,AU,2022-02-02 03:52:32
509,Namwala,-15.7504,26.4384,63.01,99,74,3.94,ZM,2022-02-02 03:52:32
510,Vaitape,-16.5167,-151.75,81.16,76,10,20.09,PF,2022-02-02 03:52:32
511,Coquimbo,-29.9533,-71.3436,62.33,88,0,0.0,CL,2022-02-02 03:52:33
512,Catuday,16.2923,119.8062,81.5,58,6,11.81,PH,2022-02-02 03:52:33
513,Sydney,-33.8679,151.2073,70.59,87,75,3.0,AU,2022-02-02 03:49:17
514,Labytnangi,66.6572,66.4183,-24.9,100,94,2.01,RU,2022-02-02 03:52:34
515,Thinadhoo,0.5333,72.9333,82.99,70,17,13.02,MV,2022-02-02 03:52:34
516,Delta Del Tigre,-34.7633,-56.3853,66.31,75,0,1.01,UY,2022-02-02 03:52:34
517,Talaya,61.3833,152.75,-8.07,96,100,5.14,RU,2022-02-02 03:52:35
518,Buala,-8.145,159.5921,85.82,69,51,9.1,SB,2022-02-02 03:52:35
519,Naze,28.3667,129.4833,56.32,73,100,11.74,JP,2022-02-02 03:52:35
520,Hualmay,-11.0964,-77.6139,70.63,81,71,8.7,PE,2022-02-02 03:52:36
521,Tukrah,32.5341,20.5791,53.64,65,39,21.61,LY,2022-02-02 03:52:36
522,Penzance,50.1186,-5.5371,49.21,81,99,18.25,GB,2022-02-02 03:52:36
523,Hambantota,6.1241,81.1185,79.14,78,20,9.22,LK,2022-02-02 03:52:37
524,Strezhevoy,60.7333,77.5889,-2.22,98,100,2.84,RU,2022-02-02 03:49:19
525,Tuy Hoa,13.0833,109.3,77.45,82,68,11.65,VN,2022-02-02 03:52:37
526,Cabinda,-5.55,12.2,76.91,91,99,5.79,AO,2022-02-02 03:52:38
527,Durango,24.8333,-104.8333,50.61,27,2,8.16,MX,2022-02-02 03:50:54
528,Vila Velha,-20.3297,-40.2925,73.94,96,100,2.3,BR,2022-02-02 03:52:38
529,Grand-Santi,4.25,-54.3833,70.9,100,97,1.77,GF,2022-02-02 03:52:39
530,Ransang,8.9603,117.5828,84.31,69,34,7.11,PH,2022-02-02 03:52:39
531,Pasni,25.2631,63.471,71.37,73,0,13.51,PK,2022-02-02 03:52:40
532,Husavik,66.0449,-17.3389,13.91,80,96,8.14,IS,2022-02-02 03:52:41
533,Kouqian,43.6391,126.4578,12.51,66,55,13.76,CN,2022-02-02 03:52:41
534,Bo Phloi,14.3236,99.5161,90.32,42,43,6.91,TH,2022-02-02 03:52:42
535,Fort Nelson,58.8053,-122.7002,-20.61,76,0,2.3,CA,2022-02-02 03:52:42
536,Odda,60.0691,6.5457,37.78,99,88,6.87,NO,2022-02-02 03:52:42
537,Dwarka,22.2394,68.9678,73.56,67,0,8.05,IN,2022-02-02 03:52:43
538,Khandagayty,50.7333,92.05,-10.3,89,98,2.75,RU,2022-02-02 03:52:43
539,Calama,-22.4667,-68.9333,51.19,39,0,1.23,CL,2022-02-02 03:52:44
540,Severobaykalsk,55.65,109.3167,-3.82,86,88,2.17,RU,2022-02-02 03:52:44
541,Finschhafen,-6.6024,147.8681,76.01,94,100,1.99,PG,2022-02-02 03:52:45
542,Guilin,25.2819,110.2864,42.91,86,100,7.18,CN,2022-02-02 03:52:45
543,Bandarbeyla,9.4942,50.8122,75.9,73,12,16.15,SO,2022-02-02 03:52:45
544,Paamiut,61.994,-49.6678,0.79,87,100,7.99,GL,2022-02-02 03:52:46
545,Burnie,-41.0667,145.9167,70.92,35,43,13.09,AU,2022-02-02 03:52:46
546,Calbuco,-41.768,-73.1273,58.21,92,100,3.62,CL,2022-02-02 03:51:11
547,Dhidhdhoo,6.8833,73.1,81.66,74,5,12.35,MV,2022-02-02 03:52:46
548,Warrington,53.3925,-2.5802,51.91,89,100,8.99,GB,2022-02-02 03:53:47
549,Davila,18.4726,120.5763,82.38,62,3,7.99,PH,2022-02-02 03:53:47
550,Bara,10.3744,10.7288,57.24,27,2,4.7,NG,2022-02-02 03:53:47
551,Nuuk,64.1835,-51.7216,4.42,95,100,3.91,GL,2022-02-02 03:53:48
552,Praya,14.9215,-23.5087,77.54,53,20,9.22,CV,2022-02-02 03:53:48
553,Sao Miguel,-5.4667,-35.3667,77.77,80,52,8.34,BR,2022-02-02 03:53:49
554,Aswan,24.0934,32.907,49.3,61,0,6.91,EG,2022-02-02 03:53:49
555,Dolores,-36.3132,-57.6792,62.62,54,51,7.9,AR,2022-02-02 03:53:49
556,Halmstad,56.6745,12.8568,33.03,93,100,4.61,SE,2022-02-02 03:53:50
557,Tosno,59.54,30.8775,24.62,98,99,2.24,RU,2022-02-02 03:53:50
558,Sikonge,-5.6333,32.7667,62.71,92,100,1.14,TZ,2022-02-02 03:53:51
559,Baghdad,33.3406,44.4009,40.91,100,0,6.91,IQ,2022-02-02 03:53:51
560,Eydhafushi,5.1033,73.0708,82.67,72,0,17.16,MV,2022-02-02 03:53:51
561,Montrose,38.4166,-108.2673,20.61,88,100,3.51,US,2022-02-02 03:53:52
562,Karasburg,-28.0167,18.75,72.18,64,100,5.64,NA,2022-02-02 03:53:52
563,Manaus,-3.1019,-60.025,79.29,83,0,3.44,BR,2022-02-02 03:53:52
564,Tokmak,47.2514,35.7058,33.78,96,100,5.77,UA,2022-02-02 03:53:53
565,Okhotsk,59.3833,143.3,2.75,77,19,16.55,RU,2022-02-02 03:53:53
566,Faya,18.3851,42.4509,50.11,52,1,4.72,SA,2022-02-02 03:53:54
567,Abu Dhabi,24.4667,54.3667,68.97,82,40,9.22,AE,2022-02-02 03:50:07
568,Oussouye,12.485,-16.5469,73.58,39,4,7.43,SN,2022-02-02 03:50:24
569,Muros,42.7762,-9.0603,48.7,89,0,6.33,ES,2022-02-02 03:53:54
570,Teya,60.3778,92.6267,7.74,96,93,4.23,RU,2022-02-02 03:53:55
571,Durant,33.994,-96.3708,59.41,81,40,10.36,US,2022-02-02 03:53:55
572,Greytown,-29.0642,30.5928,64.38,98,35,2.35,ZA,2022-02-02 03:53:55
573,Villazon,-22.0866,-65.5942,47.25,80,69,3.71,BO,2022-02-02 03:53:56
574,Cap Malheureux,-19.9842,57.6142,81.46,81,100,17.0,MU,2022-02-02 03:53:56
575,Hihya,30.6713,31.588,52.68,65,0,5.37,EG,2022-02-02 03:53:57
576,Teremia Mare,45.9353,20.525,30.49,80,75,6.78,RO,2022-02-02 03:53:57
577,Dubbo,-32.25,148.6167,84.33,51,100,8.05,AU,2022-02-02 03:53:58
578,Ziro,27.6333,93.8333,36.34,74,94,1.01,IN,2022-02-02 03:53:58
579,Zhezkazgan,47.8043,67.7144,1.38,85,40,8.95,KZ,2022-02-02 03:53:58
580,Novoaltaysk,53.3917,83.9363,13.41,96,100,2.37,RU,2022-02-02 03:53:59
581,Kalavad,22.2167,70.3833,63.16,57,1,8.12,IN,2022-02-02 03:53:59
582,Bafoulabe,13.8065,-10.8321,73.94,14,0,5.95,ML,2022-02-02 03:54:00
583,Kaseda,31.4167,130.3167,45.63,60,100,14.12,JP,2022-02-02 03:54:00
584,Port Blair,11.6667,92.75,82.44,69,20,5.75,IN,2022-02-02 03:54:00
585,Sechura,-5.5569,-80.8222,71.67,75,7,9.55,PE,2022-02-02 03:54:01
586,Namie,37.4833,141.0,42.96,48,86,15.7,JP,2022-02-02 03:54:01
587,Marzuq,14.4,46.4667,63.95,58,87,1.99,YE,2022-02-02 03:54:01
588,Tocopilla,-22.092,-70.1979,68.41,70,2,5.3,CL,2022-02-02 03:54:02
589,Kuhdasht,33.535,47.6061,29.71,80,1,3.71,IR,2022-02-02 03:55:02
590,Mbini,1.574,9.6134,75.04,83,100,5.68,GQ,2022-02-02 03:55:02
591,Kindu,-2.95,25.95,70.56,87,100,2.35,CD,2022-02-02 03:55:03
